no,cluster,outcome_measure,comparison,statistic_type,values_verbatim,n_info,location,quote,computable
1005,movement,Spatial detour (route change) and temporal detour (time-of-day change) attributed to traffic noise,self-reported yes vs no among Dublin cyclists,percent,"Do you take any detours to avoid cycling on noisy routes? Yes 39, No 61. Is the time of day you choose to cycle influenced by traffic noise? Yes 32, No 68. Reported detours ranged in length from 4 to 40 min per day, some 10-20% extra time","N = 335 cyclists (men 65%, women 34%, non-binary 1%); survey June 2022",Table 2; Section 3.1.1,39% answered positively when asked whether they take detours explicitly to avoid noisy routes,YES
1005,movement,Lateral positioning and coping behaviours while cycling in loud environments,self-reported behavioural and psychological responses in loud environments,percent,"cycle closer to the kerb 30%, take the centre of the lane 25%, wear headphones 22%; bothered by the noise 60%, actively try to ignore loud noise 42%, feel their body tense 57%, get used to the noise easily 47%, feel safe in loud environments 7%; worry about exhaust fumes 82% vs noise 22%",N = 335 cyclists,Section 3.1,"30% of the sample said they cycle closer to the kerb, 25% take the centre of the lane, and 22% wear headphones",YES
1005,social,Ability to hear a travel companion talking while cycling (social interaction during travel),yes vs no vs does not talk while cycling,percent,"When cycling with someone can you hear them talking? Yes 21, No 35, I do not talk to someone while cycling 44",N = 335 cyclists,Table 2; Section 3.1.1,"Thirty-five percent responded no, that is they may try to cycle with a companion but are physically unable to hear them",YES
1005,movement,Association of noise sensitivity and noise-affected wellbeing with detouring and time-of-day change,"Chi-square tests of independence, Bonferroni-corrected alpha = 0.008",test_stat,"noise sensitivity vs detouring X2(40, N = 335) = 16.33, p = 0.999; sensitivity vs time of day X2(40, N = 335) = 23.14, p = 0.985; sensitivity vs wellbeing X2(40, N = 335) = 25.63, p = 0.962; wellbeing vs detouring X2(4, N = 335) = 16.04, p = 0.003; wellbeing vs time of day X2(4, N = 335) = 36.36, p = 0.000",N = 335 for every test; cell frequencies not tabulated,Section 3.1.2,there was a significant relationship between reports that noise influences ones wellbeing while cycling and both detouring,YES
1005,reverse-acoustic,Modelled noise exposure of direct route vs popular detour route (behaviour to acoustic exposure),"direct arterial route (4.9 km) vs popular park detour (5.8 km), equivalent 20-min journey",means_sd,"Direct route 65.4 dB(A) vs popular detour 55.1 dB(A); exposure 10.3 dB(A) higher on the direct route, saving 4 min 5 s; nearest monitor Lden 59.8 dBA; May 2022 monthly Lden Dolphins Barn 62.52, DCC Rowing Club 59.84, Ballymun 67.68, Strand Road 73.19 dB","81,403 Strava trips by 13,519 users in May 2022; single origin-destination route pair; no SD reported",Section 3.2.1; Table 4; Table 5,"a cyclists exposure to noise was 10.3 dB(A) higher on the direct route, saving 4 min 5 s",NO
1005,other,Soundscape appraisal and noise-related wellbeing among cyclists; noise sensitivity comparison,high vs low noise-sensitive cyclists (Weinstein scale); overall sample percentages,test_stat,"Mann-Whitney U: soundscape ratings high sensitivity Md = 2.4 vs low sensitivity Md = 2.4, U = 11842, p = 0.345. 73% scored highly noise sensitive, 27% low. 77% negative appraisal of the sound environment; 66% positive general cycling experience; wellbeing affected 49%; irritable/angry 91%, anxious/nervous 79%, unhappy 67%",N = 335; subgroup sizes not stated (reported only as 73% and 27% of 335),Section 3.1.2; Section 3.1; Table 2,ratings of the soundscape do not differ significantly between high (Md = 2.4) and low noise sensitive cyclists,NO
1018,reverse-acoustic,Sound source identification (perceived frequency of hearing) by behavioural state,"sitting vs walking vs acoustic behaviour (square dance, music aerobics, singing) in 3 Quanzhou parks",means_sd,Sitting / Walking / Acoustic: traffic noise 2.46 / 2.40 / 3.06 (ANOVA p=.000); music 2.86 / 3.68 / 4.53 (p=.000); sounds from human beings 3.18 / 3.25 / 3.35 (p=.412); natural sounds 3.45 / 3.38 / 2.44 (p=.000),"N = 1044 valid questionnaires (sitting 310, walking 556, acoustic 178); SDs and F values not reported; mean LAeq 58.0 dB across the three parks",Table 3; Table 7 (one-way ANOVA p-values),respondents undertaking different behaviors had different acoustic-visual perceptions,NO
1018,reverse-acoustic,Perceived affective quality (PAQ) of the soundscape by behavioural state,sitting vs walking vs acoustic behaviour,means_sd,Sitting / Walking / Acoustic: pleasant 3.50 / 3.46 / 3.75 (p=.016); chaotic 3.04 / 2.98 / 3.18 (p=.426); vibrant 3.34 / 3.35 / 3.79 (p=.123); uneventful 2.90 / 2.81 / 2.72 (p=.214); calm 3.57 / 3.47 / 3.12 (p=.000); annoying 2.65 / 2.29 / 2.22 (p=.000); eventful 3.42 / 3.48 / 3.50 (p=.524); monotonous 2.49 / 2.67 / 2.68 (p=.316),"sitting n=310, walking n=556, acoustic behaviour n=178 (total 1044); SDs and F values not reported",Table 3; Table 7,One-way ANOVA tests among different groups with respect to the acoustic-visual perception,NO
1018,reverse-acoustic,"Acoustic, visual and overall satisfaction by behavioural state",sitting vs walking vs acoustic behaviour,means_sd,Visual satisfaction VS 3.20 (sitting) / 3.44 (walking) / 3.86 (acoustic); acoustic satisfaction AS 3.90 / 4.00 / 3.82; overall satisfaction OS 3.81 / 3.92 / 3.77,"sitting n=310, walking n=556, acoustic behaviour n=178 (total 1044); SDs not reported",Table 3,Descriptive statistics for basic respondent information obtained via questionnaire,NO
1018,reverse-acoustic,"Correlation of sound source identification with acoustic satisfaction (AS) and overall satisfaction (OS), split by behaviour",traffic noise / music / sounds from human beings / natural sounds vs AS and OS,correlation,"Sitting AS: traffic -.373**, music -.167**, human .052, natural .406**; OS: -.419**, -.008, .037, .403**. Walking AS: -.406**, -.262**, -.068, .366**; OS: -.380**, .174**, -.023, .294**. Acoustic behaviour AS: -.458**, -.221**, -.088, .475**; OS: -.425**, -.206**, -.103, .461**","sitting n = 310, walking n = 556, acoustic behaviour n = 178; ** p<0.01, * p<0.05",Table 4 (SSI block),Correlation between acoustic-visual perception and satisfaction under three behaviors,YES
1018,reverse-acoustic,"Correlation of soundscape perceived affective quality with AS and OS, split by behaviour",8 PAQ attributes vs acoustic satisfaction and overall satisfaction,correlation,"Sitting AS: pleasant .454**, chaotic -.337**, vibrant .394**, calm .530**, uneventful -.344**, annoying -.374**, eventful .260**, monotonous -.206**. Walking AS: .459**, -.366**, .318**, .441**, -.206**, -.325**, .270**, -.206**. Acoustic behaviour AS: .403**, -.280**, .379**, .362**, -.227**, -.259**, .284**, -.196**","sitting n = 310, walking n = 556, acoustic behaviour n = 178",Table 4 (PAQ block),All eight soundscape perception indicators significantly affected both AS and OS,YES
1018,reverse-acoustic,"Effect of acoustic vs visual satisfaction on overall satisfaction, by behavioural state (factorial ANOVA)","VS, AS and VS x AS interaction within sitting / walking / acoustic behaviour groups",test_stat,Sitting: VS MS=7.500 F=29.270 p=.000 partial eta2=.288; AS MS=3.592 F=14.020 p=.000 eta2=.162; VS*AS MS=.340 F=1.328 p=.208 eta2=.048. Walking: VS MS=4.736 F=19.168 p=.000 eta2=.125; AS MS=3.546 F=14.350 p=.000 eta2=.096; VS*AS MS=.634 F=2.565 p=.007 eta2=.041. Acoustic: VS MS=2.587 F=6.792 p=.000 eta2=.148; AS MS=4.541 F=11.922 p=.000 eta2=.234; VS*AS MS=.400 F=1.050 p=.407 eta2=.075,"sitting n = 310, walking n = 556, acoustic behaviour n = 178; df not reported in table",Table 5,Effects of acoustic-visual satisfaction on overall satisfaction under three behaviours,YES
1018,reverse-acoustic,"Multiple linear regression predicting acoustic and overall satisfaction, by behavioural state","sitting vs walking vs acoustic behaviour; PAQ components to AS, and AS/VS to OS",regression,"AS+VS to OS: sitting VS beta=0.510 p<0.01, AS beta=0.363 p<0.01, R2=54.6%; walking AS beta=0.400, VS beta=0.387, R2=48.7%; acoustic AS beta=0.478, VS beta=0.305, R2=43.7%. PAQ to AS explanatory power: sitting 32.5%, walking 27.1%, acoustic 39.0%. Sitting PAQ comps beta=0.441 / 0.349 / 0.164; walking 0.389 / 0.341; acoustic 0.518 / 0.231 / 0.190","sitting n = 310, walking n = 556, acoustic behaviour n = 178; standard errors not reported","Figs. 4-6; Sections 3.1.3, 3.2.3, 3.3.3","acoustic, visual, and overall satisfaction could be predicted via multiple linear regression",NO
1018,reverse-acoustic,"One-vote veto: probability of overall dissatisfaction under acoustic and visual satisfaction combinations, by behaviour",satisfied vs dissatisfied with acoustic environment x satisfied vs dissatisfied with visual environment,percent,"Sitting: both satisfied 2.68%, VS veto 43.75%, AS veto 28.18%, both dissatisfied 73.61%. Acoustic behaviour: both satisfied 12.39%, AS veto 56.00%, VS veto 20.00%, both dissatisfied 79.31%. Reported veto effects all below 60% versus above 65% in prior indoor studies","sitting n = 310, acoustic behaviour n = 178; walking values reported only graphically in Fig. 3b",Sections 3.1.2 and 3.3.2; Fig. 3,the one-vote veto impact of AS (56.00 %) exceeded that of VS (20.00 %),YES
1069,social,"SP(P): Social Participation, paired (% of subjects engaged in paired social interaction)","Mixed birdsong vs Water sounds vs Traffic noise vs Construction noise vs Control (in-situ loudspeaker intervention, community activity space)",means_sd,"Mixed birdsong 51.21 (SD 23.58); Water sounds 43.60 (18.85); Traffic noise 34.94 (16.67); Construction noise 39.02 (17.41); Control 42.88 (18.62), all %","Unit = 10-min video excerpt: birdsong 37, water 36, traffic 39, construction 34, control 36 (182 valid excerpts); total subjects 410/417/457/424/352",Table 2,The average SP (P) ranged from 34.94 % (traffic noise) to 51.21 % (mixed birdsong),YES
1069,social,"SP(G): Social Participation, grouped (% of subjects engaged in grouped social interaction)",Mixed birdsong vs Water sounds vs Traffic noise vs Construction noise vs Control,means_sd,"Mixed birdsong 19.16 (SD 24.75); Water sounds 27.66 (25.46); Traffic noise 13.84 (18.03); Construction noise 18.88 (20.87); Control 11.11 (17.88), all %",Excerpts: 37 / 36 / 39 / 34 / 36,Table 2,the average SP (G) varied from 11.11 % (control) to 27.66 % (water sound),YES
1069,social,SP(P) and SP(G) omnibus difference across five sound conditions,Kruskal-Wallis H test across 5 sound intervention groups,test_stat,"SP(P): chi2 (4) = 14.324, p = .006; SP(G): chi2 (4) = 10.623, p = .031",N = 37 / 36 / 39 / 34 / 36 excerpts (182 total),Section 3.1,significant differences in the mean rank of SP (P) scores among the groups as well as significant differences in SP (G) scores,NO
1069,social,SP(P) pairwise contrast (proportion of residents in paired social interaction),Traffic noise vs Mixed birdsong (Dunn pairwise with Bonferroni correction),correlation,mean ranks Traffic 69.91 vs Birdsong 113.58; test statistic 43.671; std. test statistic 3.617; p = .003 (adjusted); r = 0.41,"traffic N = 39, birdsong N = 37 excerpts",Section 3.1 and Table 3,significant differences in SP (P) mean rank scores between the Traffic Noise group (69.91) and the Mixed Birdsong group (113.58),YES
1069,social,SP(G) pairwise contrast (proportion of residents in grouped social interaction),Control vs Water sounds (Dunn pairwise with Bonferroni correction),correlation,mean ranks Control 75.94 vs Water 110.79; test statistic 34.847; std. test statistic 3.030; p = .024 (adjusted); r = 0.36,"control N = 36, water N = 36 excerpts",Section 3.1 and Table 4,significant variations in SP (G) mean rank scores between the Control (75.94) and Water Sounds (110.79) groups,YES
1069,social,OSI-P(P): occurrence of prolonged paired social interactions per subject,Mixed birdsong vs Water vs Traffic vs Construction vs Control,means_sd,Mixed birdsong 0.61 (SD 0.40); Water sounds 0.46 (0.24); Traffic noise 0.35 (0.21); Construction noise 0.35 (0.20); Control 0.47 (0.32),Excerpts 37 / 36 / 39 / 34 / 36; prolonged interaction counts 269 / 195 / 155 / 163 / 170,Table 5,OSI-P (P) from 0.35 (traffic/construction noise) to 0.61 (mixed birdsong),YES
1069,social,OSI-P(G): occurrence of prolonged grouped social interactions per subject,Mixed birdsong vs Water vs Traffic vs Construction vs Control,means_sd,Mixed birdsong 0.19 (SD 0.26); Water sound 0.30 (0.29); Traffic noise 0.13 (0.18); Construction noise 0.20 (0.24); Control 0.11 (0.18),Excerpts 37 / 36 / 39 / 34 / 36; prolonged interaction counts 78 / 139 / 68 / 114 / 50,Table 5,OSI-P(G) from 0.11 (control) to 0.30 (water sound),YES
1069,social,OSI-B(P): occurrence of brief (under 30 s) paired social interactions per subject,Mixed birdsong vs Water vs Traffic vs Construction vs Control,means_sd,Mixed birdsong 0.10 (SD 0.20); Water sounds 0.06 (0.10); Traffic noise 0.05 (0.09); Construction noise 0.06 (0.08); Control 0.07 (0.14),Excerpts 37 / 36 / 39 / 34 / 36; brief interaction counts 39 / 28 / 24 / 26 / 28,Table 5,The average OSI-B (P) ranged from 0.05 (traffic noise) to 0.10 (mixed birdsong),YES
1069,social,OSI-B(G): occurrence of brief grouped social interactions per subject,Mixed birdsong vs Water vs Traffic vs Construction vs Control,means_sd,Mixed birdsong 0.03 (SD 0.09); Water sound 0.02 (0.04); Traffic noise 0.01 (0.06); Construction noise 0.01 (0.03); Control 0.02 (SD printed as 006 in source - probable typo for 0.06),Excerpts 37 / 36 / 39 / 34 / 36; brief interaction counts 15 / 9 / 8 / 6 / 10,Table 5,OSI-B (G) from 0.01 (traffic/construction noise) to 0.03 (mixed birdsong),YES
1069,social,OSI-P omnibus difference across five sound conditions,Kruskal-Wallis H test across 5 sound intervention groups,test_stat,"OSI-P (P): chi2 (4) = 16.224, p = .003; OSI-P (G): chi2 (4) = 11.524, p = .021",N = 182 excerpts (37/36/39/34/36),Section 3.2,significant differences in the mean rank of OSI-P (P) scores among the groups as well as significant differences in OSI-P (G) scores,NO
1069,social,OSI-P(P) pairwise contrasts (prolonged paired interactions),Traffic noise vs Birdsong; Construction noise vs Birdsong (Dunn with Bonferroni),correlation,"Traffic (72.77) vs Birdsong (115.01): p = .005, r = 0.40; Construction (75.63) vs Birdsong: p = .016, r = 0.37","traffic 39, construction 34, birdsong 37 excerpts",Section 3.2 and Table 6,between the Traffic Noise group (72.77) and the Mixed Birdsong group (115.01) with r = 0.40 showing a medium to large effect size,YES
1069,social,OSI-P(G) pairwise contrast (prolonged grouped interactions),Control vs Water sounds (Dunn with Bonferroni),correlation,"Control (76.11) vs Water Sounds (1101.50 - printed thus in source, probable typo); p = .002, adjusted p = .020; r = 0.36","control 36, water 36 excerpts",Section 3.2 and Table 7,significant variations in OSI-P (G) mean rank scores between the Control (76.11) and Water Sounds groups,YES
