tier,route,freq,doi,year,journal,cited_by,title
T4-low,forward,1,10.1016/j.jenvman.2024.123321,2024,Journal of Environmental Management,12,Contribution of soundscape appropriateness to soundscape quality assessment in space: A mediating variable affecting acoustic comfort
T4-low,forward,1,10.1016/j.eiar.2024.107769,2024,Environmental Impact Assessment Review,12,Healing through nature: Public engagement with urban green-blue spaces in pandemic-era NW China
T4-low,forward,1,10.1016/j.jth.2025.102008,2025,Journal of Transport & Health,12,Emotional experiences of urban walking environments: an application of the circumplex model of affect
T4-low,forward,1,10.1016/j.jenvp.2025.102591,2025,Journal of Environmental Psychology,12,"Natural beauty and human potential: Examining aesthetic, cognitive, and emotional states in natural, biophilic, and control environments"
T4-low,forward,1,10.18502/keg.v5i6.7029,2020,KnE Engineering,12,Noise As a Factor of Green Areas Soundscape Creation
T4-low,forward,1,10.1080/09640568.2021.1947203,2021,Journal of Environmental Planning and Management,12,A comfortable soundscape perspective in acoustic environmental planning and management: a case study based on local resident audio-visual perceptions
T4-low,forward,1,10.1080/10106049.2022.2087757,2022,Geocarto International,12,Assessing and Modelling the role of urban green spaces for human well-being in Lahore (Pakistan)
T4-low,forward,1,10.1016/j.apacoust.2022.108945,2022,Applied Acoustics,12,The effect of visual and acoustic factors on the sound preference for waterscapes in urban public spaces
T4-low,forward,1,10.1016/j.physb.2023.414641,2023,Physica B Condensed Matter,12,Frontal cortex cooling and modulation of brain frequencies using a wearable Peltier device
T4-low,forward,1,10.3390/su17093992,2025,Sustainability,12,Sustainable Urban Landscape Quality: A User-Perception Framework for Public Space Assessment and Development
T4-low,forward,1,10.3390/ijerph21010097,2024,International Journal of Environmental Research and Public Health,12,Environmental Preferences and Concerns of Recreational Trail Runners
T4-low,forward,1,10.1080/23748834.2024.2376389,2024,Cities & Health,12,"The nexus of transportation, the built environment, air pollution and health"
T4-low,forward,1,10.1016/j.jth.2022.101481,2022,Journal of Transport & Health,12,Spatial multicriteria decision analysis for Walking School Bus target development strategies
T4-low,forward,1,10.1080/10095020.2023.2247446,2023,Geo-spatial Information Science,12,Estimating pedestrian traffic with Bluetooth sensor technology
T4-low,forward,1,10.1111/jasp.12145,2013,Journal of Applied Social Psychology,12,Cognitive load causes people to react ineffectively to others' norm transgressions
T4-low,forward,1,10.1016/j.ecolind.2024.111775,2024,Ecological Indicators,12,Short-time acoustic indices for monitoring urban-natural environments using artificial neural networks
T4-low,forward,1,10.1016/j.buildenv.2025.112716,2025,Building and Environment,12,Effects of plant aromas on stress recovery and brain activity in university students
T4-low,forward,1,10.3346/jkms.2021.36.e234,2021,Journal of Korean Medical Science,11,Effect of Noise on Sleep and Autonomic Activity in Children according to Source
T4-low,forward,1,10.1016/j.apacoust.2021.108427,2021,Applied Acoustics,11,Effects of reverberation time and sound source composition on sense of place constructs
T4-low,forward,1,10.3390/ijerph19148471,2022,International Journal of Environmental Research and Public Health,11,Music Literacy and Soundscape Perception: A Study Based on the Soundwalk Method of Soundscapes
T4-low,forward,1,10.1080/19388160.2022.2131672,2022,Journal of China Tourism Research,11,Attracted by a Song: Image-building and tourist-attracting effects of destination songs
T4-low,forward,1,10.3389/fpsyg.2023.1131170,2023,Frontiers in Psychology,11,Exploring the role of soundscape in restorative experience: A pilot study from children’s perspective
T4-low,forward,1,10.3390/buildings13092224,2023,Buildings,11,Noise Perception and Health Effects on Population: A Cross-Sectional Study on COVID-19 Lockdown by Noise Sources for Spanish Dwellings
T4-low,forward,1,10.3390/su151813880,2023,Sustainability,11,"Reinventing the Urban Neighborhood Green Index in the Context of Urban Ecology as a Conceptual Framework in Northern Nicosia, Cyprus"
T4-low,forward,1,10.1016/j.cstp.2023.101091,2023,Case Studies on Transport Policy,11,Taking steps forward: Innovative evaluation of pedestrian infrastructure through a multivariate analysis
T4-low,forward,1,10.3390/su152115416,2023,Sustainability,11,"Tourism and Environment: Ecology, Management, Economics, Climate, Health, and Politics"
T4-low,forward,1,10.3390/su16010163,2023,Sustainability,11,"Smellscape Characteristics of an Urban Park in Summer: A Case Study in Beijing, China"
T4-low,forward,1,10.1016/j.jenvp.2024.102293,2024,Journal of Environmental Psychology,11,"Urbanicity and psychotic experiences: Social adversities, isolation and exposure to natural environments predict psychosis"
T4-low,forward,1,10.3390/land13091398,2024,Land,11,Street Design Elements That Influence Mental Well-Being: Evidence from Southern Chile
T4-low,forward,1,10.1016/j.jenvman.2024.122524,2024,Journal of Environmental Management,11,Spatial variability in the pathways of green space quality on life satisfaction - Mediating effects based on domain satisfaction
T4-low,forward,1,10.1016/j.solener.2023.04.008,2023,Solar Energy,11,Investigating the interrelation of influential parameters on indoor daylight quality using structural equation modeling
T4-low,forward,1,10.1631/jzus.a1000241,2010,Journal of Zhejiang University. Science A,11,Landscape design method for a green community based on green building design theory
T4-low,forward,1,10.3390/ijgi14020080,2025,ISPRS International Journal of Geo-Information,11,Revealing Spatial Patterns and Environmental Influences on Jogging Volume and Speed: Insights from Crowd-Sourced GPS Trajectory Data and Random Forest
T4-low,forward,1,10.3390/su151411433,2023,Sustainability,11,Analysis of Factors Affecting Walking Speed Based on Natural Field Data: Considering the Attributes of Travelers and the Travel Environment
T4-low,forward,1,10.1111/oik.10760,2024,Oikos,11,"The acoustic complexity index (ACI): theoretical foundations, applied perspectives and semantics"
T4-low,forward,1,10.3390/su17052077,2025,Sustainability,11,Urban Traffic’s Influence on Noise and Particulate Matter Pollution
T4-low,forward,1,10.1016/j.buildenv.2025.112946,2025,Building and Environment,10,Student perception of school soundscapes and wellbeing: A mixed methods examination of natural and musical sounds
T4-low,forward,1,10.3390/ijerph191912736,2022,International Journal of Environmental Research and Public Health,10,"Alleviating Surgeons’ Stress through Listening to Natural Sounds in a Half-Encapsulated Rest Space after an Operation: A Pilot, Longitudinal Field Study"
T4-low,forward,1,10.3390/su152015105,2023,Sustainability,10,Effects of Audio-Visual Environmental Factors on Emotion Perception of Campus Walking Spaces in Northeastern China
T4-low,forward,1,10.1016/j.jth.2023.101716,2023,Journal of Transport & Health,10,Development and validation of a video-based assessment tool for children's street-crossing safety
T4-low,forward,1,10.1080/09544828.2024.2322897,2024,Journal of Engineering Design,10,"The power and potential of Behavioural Design: practice, methodology, and ethics"
T4-low,forward,1,10.1080/10941665.2024.2333479,2024,Asia Pacific Journal of Tourism Research,10,Exploring the influence of soundscape on visitors’ emotional experience and stickiness to attractions
T4-low,forward,1,10.1080/23748834.2024.2335707,2024,Cities & Health,10,Exploring the epigenome to identify biological links between the urban environment and neurodegenerative disease: an evidence review
T4-low,forward,1,10.3390/land13040540,2024,Land,10,Urban Green–Blue Space Utilization and Public Perceptions Amid the COVID-19 Pandemic: Insights from Northwest China
T4-low,forward,1,10.1007/s44212-024-00052-w,2024,Urban Informatics,10,Fusing multi-source social media data and street view imagery to inform urban space quality: a study of user perceptions at Kampong Glam and Haji Lane
T4-low,forward,1,10.1121/10.0030470,2024,The Journal of the Acoustical Society of America,10,Sonic ambiances through fundamental needs: An approach on soundscape interventions for intensive care patients
T4-low,forward,1,10.1016/j.buildenv.2024.112468,2024,Building and Environment,10,From seeing to hearing: A feasibility study on utilizing regenerated sounds from street view images to assess place perceptions
T4-low,forward,1,10.1016/j.tbs.2024.100980,2024,Travel Behaviour and Society,10,"Active travel and socioeconomic segregation in Temuco, Chile: The association of personal factors and perceived built environment"
T4-low,forward,1,10.1016/j.ufug.2025.128667,2025,Urban forestry & urban greening,10,Effects of forest bathing and the influence of exposure levels on cognitive health in the elderly: Evidence from a suburban forest recreation area
T4-low,forward,1,10.3390/atmos16020150,2025,Atmosphere,10,The Influence of Multisensory Perception on Student Outdoor Comfort in University Campus Design
T4-low,forward,1,10.1016/j.jobe.2025.112175,2025,Journal of Building Engineering,10,Investigating the optimal scale for subway station hall designs based on psychological perceptions and eye-tracking methods
T4-low,forward,1,10.1177/1351010x18790832,2018,Building Acoustics,10,Is the sound environment relevant for how people use common spaces?
T4-low,forward,1,10.3389/fpsyg.2020.01345,2020,Frontiers in Psychology,10,Natural Environment and Social Relationship in the Development of Attentional Network
T4-low,forward,1,10.3390/su13063141,2021,Sustainability,10,"Citizens’ Preference and Perception of Street Trees of Main Boulevards in Busan, South Korea"
T4-low,forward,1,10.3389/fbuil.2021.676009,2021,Frontiers in Built Environment,10,"Junk Food or Haute Cuisine to the Ear? – Investigating the Relationship Between Room Acoustics, Soundscape, Non-Acoustical Factors, and the Perceived Quality of Restaurants"
T4-low,forward,1,10.3390/su14095043,2022,Sustainability,10,"Preferences of Young Adults concerning the Pocket Parks with Water Reservoirs in the Aspect of Willingness to Pay (WTP) in Warsaw City, Poland"
T4-low,forward,1,10.3389/fevo.2023.1105213,2023,Frontiers in Ecology and Evolution,10,Exurban and suburban forests have superior healthcare benefits beyond downtown forests
T4-low,forward,1,10.3390/ijerph20032135,2023,International Journal of Environmental Research and Public Health,10,The Effects of Winter Parks in Cold Regions on Cognition Recovery and Emotion Improvement of Older Adults: An Empirical Study of Changchun Parks
T4-low,forward,1,10.3390/ijerph20032540,2023,International Journal of Environmental Research and Public Health,10,Evaluation and Optimization of Cultural Perception of Coastal Greenway Landscape Based on Structural Equation Model
T4-low,forward,1,10.3390/polym15030735,2023,Polymers,10,Analysis of an Adaptive Periodic Low-Frequency Wave Filter Featuring Magnetorheological Elastomers
T4-low,forward,1,10.3390/f14020336,2023,Forests,10,Psychological Benefits of Self-Guided Forest Healing Program Using Campus Forests
